"id","date","userName","userUrl","version","score","title","text","url","country","appId"
"13479485554","2025-12-05T15:01:56-07:00","Witt11713","https://itunes.apple.com/us/reviews/id1767592928","7.101.1","5","BEST GANE EVER","It had me ready for Spanish class when I was in 6th grade!","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479469160","2025-12-05T14:55:32-07:00","67ma67son","https://itunes.apple.com/us/reviews/id1854336837","7.101.1","5","Duolingo","It helps so much on French people","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479443768","2025-12-05T14:45:40-07:00","♾️🦋🫶🏻","https://itunes.apple.com/us/reviews/id1782498428","7.101.1","5","Muy buena excelente herramienta ♾️🦋💪","Muy buena excelente herramienta ♾️🦋💪👌🏼","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479424225","2025-12-05T14:38:06-07:00","quluxe","https://itunes.apple.com/us/reviews/id1369649053","7.101.1","1","busuu","busuu","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479405794","2025-12-05T14:30:57-07:00","AJGogo60","https://itunes.apple.com/us/reviews/id176331185","7.101.1","5","RN","Excellent app","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479402531","2025-12-05T14:29:42-07:00","Ameilamimi_theyoutuber","https://itunes.apple.com/us/reviews/id1112354173","7.101.1","5","You should get this!","I needed something too talk to my deaf grandma that only speaks Spanish I was looking everything but it gave me hard to ones first that was a waste of time unstill I found this it gave me the right things for a new comer I loved it I'm on my 38 streak right now I love it maybe you too! I have not talk too her yet because I want too get better but sometimes it bothers you but you have 3 st real freezes if you don't want too do it I loved the characters and love the anime!!(watch at #duolingo on youtube)! so that why I think you should get it!","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479367774","2025-12-05T14:16:26-07:00","Thenesteverthingonearth","https://itunes.apple.com/us/reviews/id1656226798","7.101.1","5","Their awesome chess","Their chess is so good and I have learned a lot of Japanese and Spanish with French Italian Portuguese English","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479353579","2025-12-05T14:11:01-07:00","LalSjiisakdsshxg","https://itunes.apple.com/us/reviews/id1804181898","7.101.1","5","My bestie","Even though I crash out on it I still love duo my best friend","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479350242","2025-12-05T14:09:48-07:00","Hazelnut1600","https://itunes.apple.com/us/reviews/id1597731359","7.101.1","4","Duo… seriously…","I love the app it helps a lot but it’s constantly giving me alerts when I got it covered, and sometimes I’m doing homework. I can’t just get my phone and do Duolingo. Other than that good game.","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479345585","2025-12-05T14:08:01-07:00","Corg7682","https://itunes.apple.com/us/reviews/id1791041356","7.101.1","5","Luv all the songs","I love all the songs they make us learn on Duolingo like work hard so the other ones are cross buns. It’s super fun and easy to do.","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479340959","2025-12-05T14:06:16-07:00","Spooky_ PUMPKIN","https://itunes.apple.com/us/reviews/id1643755963","7.101.1","5","Thank you, Duolingo","For you to teach me how to do chest I give you a five star reveal because you help me","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
"13479323303","2025-12-05T13:59:39-07:00","H A R P E R. C","https://itunes.apple.com/us/reviews/id1832408367","7.101.1","5","So good","In my opinion I think that Duolingo is amazing because 
I can learn multiple things at once, and it is free. I am learning three things, right now I am learning math, Spanish,and music I can also have friends. And more things try it out for yourself. ❤️❤️❤️❤️❤️❤️❤️","https://itunes.apple.com/us/review?id=570060128&type=Purple%20Software","US","570060128"
